,price,Address,area,Bedrooms,Bathrooms
1151,5000000.0,other,1000.0,3.0,2.0
1152,3000000.0,other,1000.0,2.0,2.0
1153,6000000.0,other,900.0,3.0,2.0
1154,4000000.0,"Bhopura, Ghaziabad, Delhi NCR",1275.0,3.0,2.0
1155,8500000.0,other,1219.0,2.0,2.0
1156,3800000.0,"Bhopura, Ghaziabad, Delhi NCR",1275.0,3.0,2.0
1157,11000000.0,other,2158.0,3.0,3.0
1158,4500000.0,"Sector 86, Faridabad, Delhi NCR",1248.0,2.0,2.0
1159,9000000.0,other,1640.0,3.0,2.0
1160,4000000.0,other,1260.0,2.0,2.0
1161,7159999.999999999,"Sector 4, Greater Noida, Delhi NCR",1700.0,4.0,3.0
1162,6000000.0,other,1062.0,2.0,2.0
1163,5500000.0,other,950.0,2.0,2.0
1164,3000000.0,"Lal Kuan, Ghaziabad, Delhi NCR",1150.0,2.0,2.0
1165,5200000.0,other,1105.0,2.0,2.0
1166,5600000.0,other,1030.0,2.0,2.0
1167,3850000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1080.0,2.0,2.0
1168,2720000.0,other,600.0,2.0,2.0
1169,7100000.0,other,1725.0,3.0,3.0
1170,4450000.0,other,1195.0,2.0,2.0
1171,5500000.0,other,1300.0,2.0,2.0
1172,4000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1144.0,2.0,2.0
1173,6000000.0,"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1250.0,2.0,2.0
1174,2900000.0,other,900.0,2.0,2.0
1175,7200000.0,other,1080.0,2.0,2.0
1176,4400000.0,other,1164.0,2.0,2.0
1177,5900000.0,other,1255.0,2.0,2.0
1178,13500000.0,"Sector 57, Gurgaon, Delhi NCR",1600.0,3.0,3.0
1179,3600000.0,"Bhopura, Ghaziabad, Delhi NCR",1072.0,2.0,2.0
1180,3750000.0,other,1075.0,2.0,2.0
1181,4500000.0,other,1200.0,2.0,2.0
1182,3200000.0,"NH 24, Ghaziabad, Delhi NCR",808.0,2.0,2.0
1183,9500000.0,other,1650.0,3.0,3.0
1184,18500000.0,other,1600.0,3.0,3.0
1185,2900000.0,other,880.0,2.0,2.0
1186,7000000.0,other,1000.0,3.0,3.0
1187,7500000.0,other,1700.0,3.0,3.0
1188,8000000.0,other,1690.0,3.0,4.0
1189,12000000.0,other,1800.0,3.0,3.0
1190,26000000.0,other,4900.0,6.0,5.0
1191,11000000.0,other,2420.0,4.0,4.0
1192,11500000.0,"Sector 56, Gurgaon, Delhi NCR",1456.0,3.0,2.0
1193,3600000.0,"Sector 70, Gurgaon, Delhi NCR",501.0,2.0,2.0
1194,15000000.0,other,1100.0,3.0,2.0
1195,7000000.0,other,1050.0,3.0,2.0
1196,5500000.0,other,1050.0,2.0,2.0
1197,6800000.0,other,900.0,2.0,2.0
1198,5000000.0,other,1065.0,2.0,2.0
1199,5700000.0,"Sahibabad, Ghaziabad, Delhi NCR",1400.0,3.0,3.0
1200,9000000.0,"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1615.0,3.0,2.0
1201,8500000.0,other,1422.0,2.0,2.0
1202,3000000.0,other,780.0,2.0,2.0
1203,35500000.0,other,5500.0,4.0,4.0
1204,3200000.0,"Eta 2, Greater Noida, Delhi NCR",1005.0,2.0,2.0
1205,4000000.0,other,725.0,2.0,2.0
1206,3800000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1055.0,2.0,2.0
1207,4000000.0,other,765.0,2.0,2.0
1208,2650000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",795.0,2.0,2.0
1209,11500000.0,"Indirapuram, Ghaziabad, Delhi NCR",1740.0,3.0,3.0
1210,30000000.0,other,2000.0,3.0,2.0
1211,4500000.0,other,1150.0,2.0,2.0
1212,4000000.0,"Greater Noida West, Greater Noida, Delhi NCR",900.0,2.0,2.0
1213,6000000.0,"Noida Extension, Noida, Delhi NCR",1430.0,3.0,3.0
1214,5700000.0,"Sector 86, Gurgaon, Delhi NCR",1350.0,2.0,2.0
1215,3500000.0,other,579.0,2.0,2.0
1216,5500000.0,"Sector 76, Noida, Delhi NCR",940.0,2.0,2.0
1217,11000000.0,other,1865.0,3.0,3.0
1218,3500000.0,other,700.0,2.0,2.0
1219,8000000.0,other,1326.0,3.0,3.0
1220,12700000.0,"Sector 37C, Gurgaon, Delhi NCR",2387.0,4.0,4.0
1221,3400000.0,"NH 24, Ghaziabad, Delhi NCR",1020.0,2.0,2.0
1222,6800000.0,other,1500.0,3.0,2.0
1223,17500000.0,other,1800.0,4.0,3.0
1224,8500000.0,other,1250.0,3.0,3.0
1225,3500000.0,other,900.0,2.0,2.0
1226,12000000.0,other,1870.0,3.0,4.0
1227,4200000.0,other,950.0,3.0,2.0
1228,3000000.0,other,890.0,2.0,2.0
1229,3300000.0,other,1065.0,2.0,2.0
1230,6000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1155.0,2.0,2.0
1231,16500000.0,other,1725.0,4.0,2.0
1232,8950000.0,"Sector 70A, Gurgaon, Delhi NCR",1262.0,2.0,2.0
1233,5000000.0,other,900.0,2.0,2.0
1234,7400000.0,other,1650.0,3.0,3.0
1235,3900000.0,other,810.0,2.0,2.0
1236,3800000.0,"Crossings Republik, Ghaziabad, Delhi NCR",1235.0,2.0,2.0
1237,2800000.0,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",920.0,2.0,2.0
1238,3620000.000000001,other,960.0,2.0,2.0
1239,3500000.0,other,750.0,3.0,2.0
1240,6000000.0,other,900.0,3.0,2.0
1241,3600000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1075.0,2.0,2.0
1242,7200000.0,"Sector 82, Gurgaon, Delhi NCR",1225.0,2.0,2.0
1243,6000000.0,other,1550.0,3.0,2.0
1244,2850000.0,other,850.0,2.0,2.0
1245,4300000.0,"Crossings Republik, Ghaziabad, Crossings Republik, Ghaziabad, Delhi NCR",1092.0,2.0,2.0
1246,4000000.0,other,935.0,2.0,2.0
1247,4500000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",890.0,2.0,2.0
1248,9500000.0,"Palam Vihar, Gurgaon, Delhi NCR",1400.0,2.0,2.0
1249,3550000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",770.0,2.0,2.0
1250,4200000.0,other,1335.0,3.0,3.0
1251,5000000.0,other,1740.0,3.0,3.0
1252,15500000.0,other,1380.0,3.0,3.0
1253,3100000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",955.0,2.0,2.0
1254,7509999.999999999,other,1295.0,2.0,2.0
1255,7000000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1097.0,2.0,2.0
1256,4370000.0,other,720.0,2.0,2.0
1257,2600000.0,other,750.0,2.0,2.0
1258,5500000.0,"Noida Extension, Noida, Delhi NCR",1320.0,3.0,3.0
1259,3800000.0,other,1240.0,2.0,2.0
1260,8200000.0,other,1050.0,2.0,2.0
1261,2900000.0,other,851.0,2.0,2.0
1262,3800000.0,"Sector 70, Faridabad, Delhi NCR",1265.0,2.0,2.0
1263,7800000.0,"Sector 79, Gurgaon, Delhi NCR",1295.0,2.0,2.0
1264,4500000.0,other,1275.0,2.0,2.0
1265,4000000.0,other,650.0,2.0,2.0
1266,5400000.0,other,1300.0,2.0,2.0
1267,27000000.0,other,3025.0,4.0,4.0
1268,6700000.0,other,1218.0,2.0,2.0
1269,5500000.0,other,1200.0,3.0,2.0
1270,8340000.000000001,"Sector 76, Noida, Delhi NCR",1455.0,3.0,3.0
1271,7000000.0,"Sector 77, Noida, Delhi NCR",1410.0,3.0,2.0
1272,4300000.0,"Sector 5 Vaishali, Ghaziabad, Delhi NCR",800.0,2.0,2.0
1273,4800000.0,other,1350.0,2.0,2.0
1274,4000000.0,other,1100.0,3.0,3.0
1275,4900000.0,other,1000.0,2.0,2.0
1276,9200000.0,other,1100.0,2.0,2.0
1277,3600000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1250.0,3.0,3.0
1278,8000000.0,other,700.0,3.0,2.0
1279,5500000.0,other,1400.0,3.0,2.0
1280,11000000.0,"Sector 79, Gurgaon, Delhi NCR",1945.0,3.0,3.0
1281,5300000.0,other,942.0,2.0,2.0
1282,4300000.0,other,891.0,3.0,2.0
1283,5500000.0,"Sector 74, Noida, Delhi NCR",1082.0,2.0,2.0
1284,3900000.0,other,720.0,2.0,2.0
1285,16000000.0,other,1850.0,3.0,2.0
1286,10100000.0,other,1895.0,3.0,4.0
1287,9500000.0,other,1572.0,3.0,3.0
1288,4200000.0,"NH 24, Ghaziabad, Delhi NCR",1299.0,3.0,3.0
1289,3100000.0,"Sector 77, Faridabad, Delhi NCR",1040.0,2.0,2.0
1290,5400000.0,other,900.0,2.0,2.0
1291,5500000.0,other,1290.0,3.0,2.0
1292,3500000.0,other,990.0,2.0,2.0
1293,4100000.0,other,750.0,2.0,2.0
1294,9500000.0,"Sector 92, Gurgaon, Delhi NCR",1955.0,4.0,4.0
1295,8050000.0,other,1224.0,2.0,2.0
1296,6800000.0,other,1150.0,2.0,2.0
1297,4500000.0,"Sector 102, Gurgaon, Delhi NCR",800.0,3.0,2.0
1298,6000000.0,other,1600.0,3.0,3.0
1299,6700000.0,other,980.0,2.0,2.0
1300,12000000.0,"Sector 104, Gurgaon, Delhi NCR",1826.0,3.0,3.0
1301,2600000.0,other,600.0,2.0,2.0
1302,6500000.0,other,900.0,3.0,2.0
1303,5000000.0,"Crossings Republik, Ghaziabad, Crossings Republik, Ghaziabad, Delhi NCR",1295.0,2.0,2.0
1304,2100000.0,other,650.0,2.0,2.0
1305,7000000.0,"Sector 37D, Gurgaon, Delhi NCR",1380.0,2.0,2.0
1306,7900000.0,"Sector 82, Gurgaon, Delhi NCR",1298.0,2.0,2.0
1307,2550000.0,other,720.0,2.0,2.0
1308,7500000.0,"Sector 84, Gurgaon, Delhi NCR",1725.0,3.0,3.0
1309,8000000.0,"Sector 92, Gurgaon, Delhi NCR",1498.0,2.0,2.0
1310,5000000.0,other,1175.0,3.0,2.0
1311,3500000.0,other,540.0,2.0,2.0
1312,14000000.0,other,2193.0,4.0,3.0
1313,3800000.0,other,1105.0,2.0,2.0
1314,4000000.0,"Sector 168, Noida, Delhi NCR",988.0,2.0,2.0
1315,3400000.0,other,835.0,2.0,2.0
1316,3900000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1180.0,2.0,2.0
1317,3260000.0,"Sector 1, Greater Noida, Delhi NCR",930.0,2.0,2.0
1318,5050000.0,"Indirapuram, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
1319,20000000.0,other,2379.0,4.0,3.0
1320,7500000.0,other,1100.0,3.0,3.0
1321,4100000.0,other,1315.0,3.0,3.0
1322,4000000.0,other,910.0,3.0,2.0
1323,2900000.0,"NH 24, Ghaziabad, NH 24, Ghaziabad, Delhi NCR",990.0,2.0,2.0
1324,5500000.0,other,650.0,3.0,2.0
1325,3950000.0,other,1050.0,2.0,2.0
1326,4000000.0,other,750.0,2.0,2.0
1327,11700000.0,other,1150.0,3.0,2.0
1328,74500000.0,other,6750.0,4.0,4.0
1329,10000000.0,other,1395.0,3.0,3.0
1330,6800000.0,other,1450.0,3.0,3.0
1331,6800000.0,other,1200.0,2.0,2.0
1332,11500000.0,other,1400.0,3.0,3.0
1333,5600000.0,other,1300.0,2.0,2.0
1334,5500000.0,other,1320.0,2.0,2.0
1335,8500000.0,"Sector 37D, Gurgaon, Delhi NCR",1770.0,3.0,3.0
1336,11200000.000000002,other,1802.0,3.0,4.0
1337,19000000.0,other,3350.0,4.0,4.0
1338,12000000.0,other,1800.0,3.0,3.0
1339,4000000.0,"Greater Noida West, Greater Noida, Delhi NCR",910.0,2.0,2.0
1340,10000000.0,other,1100.0,2.0,2.0
1341,9000000.0,other,1930.0,3.0,3.0
1342,6000000.0,other,1157.0,2.0,2.0
1343,8009999.999999999,"Sector 57, Gurgaon, Delhi NCR",1219.0,3.0,2.0
1344,7000000.0,other,1700.0,3.0,2.0
1345,7700000.0,"Sector 104, Gurgaon, Delhi NCR",1269.0,2.0,2.0
1346,7000000.0,other,900.0,2.0,2.0
1347,9500000.0,"Indirapuram, Ghaziabad, Delhi NCR",1650.0,3.0,3.0
1348,3500000.0,other,876.0,2.0,2.0
1349,2800000.0,other,920.0,2.0,2.0
1350,12500000.0,other,1615.0,3.0,3.0
1351,3500000.0,other,600.0,2.0,2.0
1352,8000000.0,"Sector 85, Gurgaon, Delhi NCR",1645.0,3.0,3.0
1353,5800000.0,other,1505.0,3.0,2.0
1354,11500000.0,other,1675.0,3.0,3.0
1355,3200000.0,other,750.0,2.0,2.0
1356,35000000.0,other,3000.0,5.0,3.0
1357,4500000.0,"Sector 137, Noida, Delhi NCR",960.0,2.0,2.0
1358,21000000.0,other,2000.0,3.0,3.0
1359,8300000.0,other,1975.0,3.0,3.0
1360,3600000.0,other,1160.0,2.0,2.0
1361,3500000.0,"Indirapuram, Ghaziabad, Delhi NCR",800.0,2.0,2.0
1362,9100000.0,other,1000.0,2.0,2.0
1363,4500000.0,other,1157.0,2.0,2.0
1364,11000000.0,other,1930.0,3.0,3.0
1365,4170000.000000001,other,1190.0,2.0,2.0
1366,4500000.0,other,900.0,3.0,2.0
1367,5200000.0,other,1595.0,3.0,2.0
1368,1900000.0,other,760.0,2.0,2.0
1369,3750000.0,other,800.0,2.0,2.0
1370,7500000.0,other,1950.0,3.0,2.0
1371,3000000.0,other,750.0,2.0,2.0
1372,2890000.0,"NH 24, Ghaziabad, Delhi NCR",900.0,2.0,2.0
1373,7000000.0,other,700.0,3.0,2.0
1374,7000000.0,other,1400.0,3.0,2.0
1375,22500000.0,other,507.0,10.0,6.0
1376,5000000.0,"Uttam Nagar, New Delhi - West, Delhi NCR",900.0,3.0,2.0
1377,4530000.0,"Indirapuram, Ghaziabad, Delhi NCR",1100.0,2.0,2.0
1378,15000000.0,other,1500.0,4.0,5.0
1379,4050000.0,"Omicron 3, Greater Noida, Delhi NCR",1164.0,2.0,2.0
1380,8500000.0,"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1550.0,3.0,2.0
1381,3200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1041.0,2.0,2.0
1382,7000000.0,other,1050.0,2.0,2.0
1383,19000000.0,other,1800.0,3.0,3.0
1384,3500000.0,other,870.0,2.0,2.0
1385,5500000.0,"Indirapuram, Ghaziabad, Delhi NCR",1000.0,3.0,2.0
1386,7500000.0,"Sector 85, Gurgaon, Delhi NCR",1645.0,3.0,4.0
1387,9000000.0,other,1295.0,3.0,2.0
1388,4200000.0,"Sector 102, Gurgaon, Delhi NCR",632.0,2.0,2.0
1389,3400000.0,other,900.0,3.0,2.0
1390,4300000.0,other,850.0,2.0,2.0
1391,4600000.0,other,1300.0,3.0,2.0
1392,9500000.0,other,1415.0,2.0,2.0
1393,3200000.0,"NH 24, Ghaziabad, Delhi NCR",926.0,2.0,2.0
1394,7500000.0,other,1340.0,3.0,2.0
1395,4200000.0,other,925.0,2.0,2.0
1396,39000000.0,other,3875.0,4.0,5.0
1397,12500000.0,other,2000.0,3.0,2.0
1398,7500000.0,other,1700.0,3.0,4.0
1399,4100000.0,other,1100.0,3.0,2.0
1400,8800000.0,other,1779.0,3.0,3.0
1401,7500000.0,other,940.0,2.0,3.0
1402,10500000.0,other,1789.0,3.0,3.0
1403,7200000.0,other,1340.0,3.0,2.0
1404,8000000.0,other,1080.0,3.0,2.0
1405,9500000.0,other,2152.0,3.0,2.0
1406,4200000.0,other,930.0,3.0,2.0
1407,3400000.0,other,760.0,2.0,2.0
1408,5500000.0,"Sector 74, Noida, Delhi NCR",1150.0,2.0,2.0
1409,8500000.0,other,1805.0,3.0,3.0
1410,4500000.0,other,950.0,2.0,2.0
1411,11000000.0,other,1296.0,2.0,2.0
1412,6000000.0,"Siddhartha Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",1155.0,2.0,2.0
1413,3800000.0,other,800.0,2.0,2.0
1414,7000000.0,other,1316.0,2.0,2.0
1415,3500000.0,other,840.0,2.0,2.0
1416,4800000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1475.0,3.0,2.0
1417,13500000.0,"Sector 56, Gurgaon, Delhi NCR",1600.0,3.0,3.0
1418,5100000.0,other,1205.0,3.0,2.0
1419,2900000.0,other,600.0,2.0,2.0
1420,4800000.0,other,1350.0,3.0,3.0
1421,4200000.0,other,720.0,2.0,2.0
1422,6000000.0,other,1441.0,3.0,3.0
1423,5800000.0,other,900.0,3.0,2.0
1424,7000000.0,other,927.0,3.0,2.0
1425,7500000.0,"Vasundhara, Ghaziabad, Delhi NCR",1520.0,4.0,3.0
1426,4200000.0,other,855.0,2.0,2.0
1427,3500000.0,other,880.0,2.0,2.0
1428,8500000.0,other,1748.0,3.0,3.0
1429,5200000.0,"Sector 37D, Gurgaon, Delhi NCR",1070.0,2.0,2.0
1430,6500000.0,other,1810.0,3.0,3.0
1431,4200000.0,other,1290.0,2.0,2.0
1432,3250000.0,"Chi 5, Greater Noida, Delhi NCR",984.0,2.0,2.0
1433,16000000.0,other,2000.0,4.0,3.0
1434,6500000.0,"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1231.0,3.0,2.0
1435,12000000.0,other,2193.0,4.0,5.0
1436,10000000.0,other,1650.0,3.0,3.0
1437,3000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",825.0,2.0,2.0
1438,13500000.0,other,2433.0,4.0,4.0
1439,26000000.0,other,2700.0,4.0,4.0
1440,5000000.0,other,1490.0,3.0,3.0
1441,7500000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1660.0,3.0,3.0
1442,9900000.0,"Sector 78, Noida, Delhi NCR",1550.0,3.0,2.0
1443,9500000.0,other,1530.0,3.0,2.0
1444,6500000.0,"Sector 4 Vaishali, Ghaziabad, Delhi NCR",1100.0,2.0,2.0
1445,6500000.0,other,1426.0,4.0,2.0
1446,9100000.0,other,1080.0,3.0,2.0
1447,3200000.0,"Lal Kuan, Ghaziabad, Delhi NCR",1100.0,2.0,2.0
1448,5100000.0,other,1040.0,2.0,2.0
1449,5500000.0,"Vasundhara, Ghaziabad, Delhi NCR",1300.0,3.0,2.0
1450,10000000.0,other,1000.0,2.0,2.0
1451,15000000.0,other,2500.0,4.0,3.0
1452,2700000.0,other,700.0,2.0,2.0
1453,5100000.0,"Sector 118, Noida, Delhi NCR",1255.0,2.0,2.0
1454,6000000.0,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1175.0,2.0,2.0
1455,2700000.0,other,840.0,2.0,2.0
1456,15000000.0,other,1350.0,3.0,2.0
1457,2840000.0,other,920.0,2.0,2.0
1458,3000000.0,other,800.0,2.0,2.0
1459,2500000.0,other,750.0,2.0,2.0
1460,8250000.0,"Indirapuram, Ghaziabad, Delhi NCR",1550.0,3.0,2.0
1461,3200000.0,other,750.0,2.0,2.0
1462,5000000.0,other,850.0,2.0,2.0
1463,10000000.0,"Sector 85, Gurgaon, Delhi NCR",1975.0,4.0,4.0
1464,6700000.0,"Sector 37C, Gurgaon, Delhi NCR",1326.0,2.0,2.0
1465,4000000.0,other,1200.0,2.0,2.0
1466,3200000.0,other,800.0,2.0,2.0
1467,6700000.0,other,1095.0,2.0,2.0
1468,11000000.0,other,950.0,2.0,2.0
1469,9500000.0,other,1850.0,3.0,3.0
1470,5700000.0,other,1030.0,2.0,2.0
1471,3400000.0,"Greater Noida West, Greater Noida, Delhi NCR",845.0,2.0,2.0
1472,4700000.0,other,895.0,2.0,2.0
1473,8000000.0,other,1000.0,2.0,2.0
1474,38000000.0,other,4700.0,6.0,6.0
1475,5900000.0,other,900.0,2.0,2.0
1476,8000000.0,other,1198.0,2.0,2.0
1477,6700000.0,other,1280.0,2.0,2.0
1478,10500000.0,other,1407.0,4.0,4.0
1479,3500000.0,other,850.0,2.0,2.0
1480,5500000.0,other,950.0,2.0,2.0
1481,6540000.000000001,other,1742.0,3.0,3.0
1482,2700000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",830.0,2.0,2.0
1483,3100000.0,other,1100.0,3.0,2.0
1484,3500000.0,"Sector 137, Noida, Delhi NCR",825.0,2.0,2.0
1485,6000000.0,"Sector 76, Noida, Delhi NCR",1315.0,3.0,2.0
1486,9500000.0,other,1975.0,4.0,4.0
1487,7800000.0,other,1385.0,2.0,2.0
1488,9800000.0,other,2000.0,3.0,3.0
1489,4500000.0,other,1035.0,2.0,2.0
1490,4700000.0,"Noida Extension, Greater Noida, Delhi NCR",1365.0,3.0,2.0
1491,9200000.0,other,1305.0,2.0,2.0
1492,4000000.0,other,1150.0,2.0,2.0
1493,2700000.0,other,900.0,2.0,2.0
1494,8500000.0,other,985.0,3.0,2.0
1495,7000000.0,other,900.0,3.0,2.0
1496,3200000.0,other,1100.0,3.0,2.0
1497,23300000.0,other,2387.0,3.0,4.0
1498,2500000.0,other,900.0,2.0,2.0
1499,3500000.0,other,802.0,2.0,2.0
1500,4000000.0,other,1000.0,2.0,2.0
1501,4000000.0,other,720.0,2.0,2.0
1502,3600000.0,other,850.0,2.0,2.0
1503,3500000.0,other,891.0,2.0,2.0
1504,4000000.0,other,1350.0,3.0,2.0
1505,3300000.0,other,720.0,2.0,2.0
1506,8500000.0,other,1300.0,3.0,2.0
1507,11000000.0,"Sector 79, Gurgaon, Delhi NCR",1350.0,2.0,2.0
1508,5500000.0,other,1350.0,3.0,3.0
1509,3200000.0,other,820.0,2.0,2.0
1510,6700000.0,"Kaushambi, Ghaziabad, Delhi NCR",1000.0,2.0,2.0
1511,5400000.0,other,1135.0,2.0,2.0
1512,9000000.0,other,1650.0,3.0,3.0
1513,11000000.0,other,1629.0,3.0,3.0
1514,4000000.0,other,660.0,2.0,2.0
1515,12000000.0,"Sector 102, Gurgaon, Delhi NCR",1880.0,3.0,3.0
1516,6000000.0,"Sector 88, Faridabad, Delhi NCR",1661.0,3.0,3.0
1517,2700000.0,other,624.0,2.0,2.0
1518,8500000.0,other,1680.0,3.0,2.0
1519,5500000.0,"Indirapuram, Ghaziabad, Delhi NCR",1425.0,2.0,2.0
1520,5200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1465.0,3.0,2.0
1521,4000000.0,other,720.0,2.0,2.0
1522,11500000.0,other,1800.0,4.0,2.0
1523,6500000.0,other,1352.0,3.0,3.0
1524,6500000.0,"Sector 137, Noida, Delhi NCR",1115.0,2.0,2.0
1525,7000000.0,other,1480.0,3.0,2.0
1526,6000000.0,other,1675.0,2.0,2.0
1527,7500000.0,other,1370.0,2.0,2.0
1528,4100000.0,other,1295.0,3.0,2.0
1529,9500000.0,"Mohan Nagar, Ghaziabad, Delhi NCR",1775.0,3.0,3.0
1530,10500000.0,other,1785.0,3.0,3.0
1531,5600000.0,"Sector 86, Faridabad, Delhi NCR",1526.0,3.0,2.0
1532,8000000.0,other,1400.0,3.0,2.0
1533,3500000.0,other,995.0,2.0,2.0
1534,7800000.0,"Sector 77, Noida, Delhi NCR",1317.0,3.0,2.0
1535,3850000.0,"Noida Extension, Noida, Delhi NCR",1060.0,2.0,2.0
1536,7500000.0,other,1800.0,4.0,4.0
1537,7700000.0,other,1850.0,4.0,3.0
1538,5500000.0,other,1246.0,2.0,2.0
1539,7100000.0,"Sector 4, Greater Noida, Delhi NCR",1855.0,4.0,3.0
1540,4000000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1275.0,3.0,2.0
1541,35000000.0,other,4259.0,4.0,5.0
1542,3500000.0,other,750.0,2.0,2.0
1543,10000000.0,other,1500.0,4.0,3.0
1544,3600000.0,other,1100.0,3.0,2.0
1545,5000000.0,other,1020.0,2.0,2.0
1546,3650000.0,other,900.0,3.0,2.0
1547,2600000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",850.0,2.0,2.0
1548,10000000.0,other,900.0,2.0,2.0
1549,5000000.0,other,1200.0,3.0,2.0
1550,13500000.0,other,1800.0,3.0,3.0
1551,7600000.0,other,1145.0,2.0,2.0
1552,3800000.0,"Zeta 1, Greater Noida, Delhi NCR",1050.0,2.0,2.0
1553,6100000.0,"Sector 75, Noida, Delhi NCR",1100.0,2.0,2.0
1554,3500000.0,other,595.0,2.0,2.0
1555,8000000.0,other,900.0,2.0,2.0
1556,5000000.0,"Sector 92, Gurgaon, Delhi NCR",1000.0,2.0,2.0
1557,8870000.0,other,1690.0,3.0,3.0
1558,19000000.0,other,2400.0,4.0,3.0
1559,2000000.0,"Govindpuram, Ghaziabad, Delhi NCR",720.0,2.0,2.0
1560,18200000.0,other,2200.0,3.0,3.0
1561,6900000.0,"Sector 37D, Gurgaon, Delhi NCR",1410.0,2.0,2.0
1562,11600000.0,other,1600.0,2.0,2.0
1563,6300000.0,other,1700.0,3.0,2.0
1564,4200000.0,"Sector 74, Noida, Delhi NCR",930.0,2.0,2.0
1565,5000000.0,"Sahibabad, Ghaziabad, Delhi NCR",1000.0,3.0,2.0
1566,2900000.0,"Bhopura, Ghaziabad, Delhi NCR",1050.0,2.0,2.0
1567,10500000.0,other,1100.0,3.0,2.0
1568,10000000.0,other,1743.0,3.0,3.0
1569,6300000.0,other,916.0,2.0,2.0
1570,7000000.0,other,1560.0,3.0,3.0
1571,3500000.0,other,1000.0,2.0,2.0
1572,5200000.0,other,1225.0,2.0,2.0
1573,8000000.0,other,1605.0,3.0,3.0
1574,3000000.0,"Lal Kuan, Ghaziabad, Delhi NCR",1244.0,3.0,2.0
1575,3000000.0,other,900.0,2.0,2.0
1576,3700000.0,"Sahibabad, Ghaziabad, Delhi NCR",800.0,2.0,2.0
1577,14500000.0,other,2100.0,3.0,2.0
1578,4960000.0,other,1150.0,2.0,2.0
1579,5400000.0,"Crossings Republik, Ghaziabad, Delhi NCR",1700.0,3.0,3.0
1580,4500000.0,other,675.0,2.0,2.0
1581,7500000.0,other,1700.0,3.0,3.0
1582,3800000.0,"Indirapuram, Ghaziabad, Delhi NCR",850.0,2.0,2.0
1583,8500000.0,other,2091.0,3.0,4.0
1584,5600000.0,other,1070.0,4.0,3.0
1585,32500000.0,other,4300.0,4.0,4.0
1586,10500000.0,other,1545.0,3.0,3.0
1587,5500000.0,other,950.0,2.0,2.0
1588,3550000.0,other,750.0,3.0,2.0
1589,7100000.0,other,1630.0,3.0,2.0
1590,4800000.0,other,1245.0,3.0,2.0
1591,5300000.0,other,570.0,2.0,2.0
1592,2950000.0,other,950.0,2.0,2.0
1593,7300000.0,"Sahibabad, Ghaziabad, Delhi NCR",1690.0,3.0,3.0
1594,5500000.0,"Indirapuram, Ghaziabad, Delhi NCR",1350.0,3.0,2.0
1595,5500000.0,other,1385.0,3.0,3.0
1596,6500000.0,other,1250.0,2.0,2.0
1597,7400000.0,"Vasundhara, Ghaziabad, Delhi NCR",1550.0,3.0,2.0
1598,4000000.0,other,950.0,2.0,2.0
1599,10000000.0,"Sector 77, Gurgaon, Delhi NCR",1735.0,3.0,3.0
1600,7100000.0,other,1600.0,3.0,3.0
1601,4400000.0,"Sector 78, Noida, Delhi NCR",875.0,2.0,2.0
1602,11500000.0,other,1408.0,3.0,3.0
1603,4000000.0,"Sector 104, Gurgaon, Delhi NCR",568.0,2.0,2.0
1604,6500000.0,"Sector 84, Gurgaon, Delhi NCR",1350.0,2.0,2.0
1605,6900000.0,other,1600.0,3.0,3.0
1606,4600000.0,other,1295.0,3.0,2.0
1607,4500000.0,"NH 24, Ghaziabad, Delhi NCR",1092.0,3.0,2.0
1608,4600000.0,other,1120.0,3.0,3.0
